카드 ID,이름,문양,랭크,희귀도,고유능력,수록 팩 ID,Note,영문명
146,원소 대적자의 ♡6,하트,6,Normal,"빌런 - 필드에 빌런 카드가 3장 이상 있으면 최우선으로 발동, 필드의 카드/원소 상관없이 지금까지 모인 스택들을 모두 초기화 및 타 효과를 무효한다.
""내가 먼저야"", ""이미 가르침을 받았구나"" 효과를 비활성화한다.",,,
147,물 원소의 불 스승,하트,7,Rare,"스승: 물 - 주인공: 물 효과가 활성화되어 있고, 해당 카드의 ""이미 가르침을 받았구나"" 효과가 비활성화 되어 있으면 스택을 1 추가한다.
해당 카드의 ""이미 가르침을 받았구나"" 효과를 활성화한다.",,,
148,원소 대적자의 ♡8,하트,8,Normal,"빌런 - 필드에 빌런 카드가 3장 이상 있으면 최우선으로 발동, 필드의 카드/원소 상관없이 지금까지 모인 스택들을 모두 초기화 및 타 효과를 무효한다.
""내가 먼저야"", ""이미 가르침을 받았구나"" 효과를 비활성화한다.",,,
149,흙 원소의 불 스승,하트,9,Rare,"스승: 흙 - 주인공: 흙 효과가 활성화되어 있고, 해당 카드의 ""이미 가르침을 받았구나"" 효과가 비활성화 되어 있으면 스택을 1 추가한다.
해당 카드의 ""이미 가르침을 받았구나"" 효과를 활성화한다.",,,
150,원소 대적자의 ♡10,하트,10,Normal,"빌런 - 필드에 빌런 카드가 3장 이상 있으면 최우선으로 발동, 필드의 카드/원소 상관없이 지금까지 모인 스택들을 모두 초기화 및 타 효과를 무효한다.
""내가 먼저야"", ""이미 가르침을 받았구나"" 효과를 비활성화한다.",,,
151,불 원소의 마스터1,하트,J,Rare,"마스터: 불 - 주인공: 불 효과가 활성화된 상태에서 해당 카드가 필드에 나타나면 스택을 초기화시키면서 다음 3턴 동안 필드에 나타나는 족보의 배율을 1.1/1.25/1.5/1.8배 곱적용한다.
""내가 먼저야"", ""이미 가르침을 받았구나"", ""주인공: 불"" 효과를 비활성화한다.",,,
152,불 원소의 마스터2,하트,Q,Rare,"마스터: 불 - 주인공: 불 효과가 활성화된 상태에서 해당 카드가 필드에 나타나면 스택을 초기화시키면서 다음 3턴 동안 필드에 나타나는 족보의 배율을 1.1/1.25/1.5/1.8배 곱적용한다.
""내가 먼저야"", ""이미 가르침을 받았구나"", ""주인공: 불"" 효과를 비활성화한다.",,,
153,불 원소의 마스터3,하트,K,Rare,"마스터: 불 - 주인공: 불 효과가 활성화된 상태에서 해당 카드가 필드에 나타나면 스택을 초기화시키면서 다음 3턴 동안 필드에 나타나는 족보의 배율을 1.1/1.25/1.5/1.8배 곱적용한다.
""내가 먼저야"", ""이미 가르침을 받았구나"", ""주인공: 불"" 효과를 비활성화한다.",,,
154,불 원소의 ???,하트,Joker,Epic,???: 불 - 주인공: 불 효과가 활성화되어 있으면 가지고 있는 불 원소 스택을 5로 설정한다.,,,
155,공기 원소의 주인공,다이아몬드,Ace,Legendary,"주인공: 공기 - ""내가 먼저야"" 효과가 비활성화 된 상태에서 해당 카드가 필드에 먼저 나타나면 활성화된다.
""내가 먼저야"" 효과를 활성화한다.",,,
156,원소 대적자의 ◇2,다이아몬드,2,Normal,"빌런 - 필드에 빌런 카드가 3장 이상 있으면 최우선으로 발동, 필드의 카드/원소 상관없이 지금까지 모인 스택들을 모두 초기화 및 타 효과를 무효한다.
""내가 먼저야"", ""이미 가르침을 받았구나"" 효과를 비활성화한다.",,,
157,공기 원소의 공기 스승,다이아몬드,3,Rare,"스승: 공기 - 주인공: 공기 효과가 활성화되어 있고, 해당 카드의 ""이미 가르침을 받았구나"" 효과가 비활성화 되어 있으면 스택을 1 추가한다.
해당 카드의 ""이미 가르침을 받았구나"" 효과를 활성화한다.",,,
158,원소 대적자의 ◇4,다이아몬드,4,Normal,"빌런 - 필드에 빌런 카드가 3장 이상 있으면 최우선으로 발동, 필드의 카드/원소 상관없이 지금까지 모인 스택들을 모두 초기화 및 타 효과를 무효한다.
""내가 먼저야"", ""이미 가르침을 받았구나"" 효과를 비활성화한다.",,,
159,물 원소의 공기 스승,다이아몬드,5,Rare,"스승: 물 - 주인공: 물 효과가 활성화되어 있고, 해당 카드의 ""이미 가르침을 받았구나"" 효과가 비활성화 되어 있으면 스택을 1 추가한다.
해당 카드의 ""이미 가르침을 받았구나"" 효과를 활성화한다.",,,
160,원소 대적자의 ◇6,다이아몬드,6,Normal,"빌런 - 필드에 빌런 카드가 3장 이상 있으면 최우선으로 발동, 필드의 카드/원소 상관없이 지금까지 모인 스택들을 모두 초기화 및 타 효과를 무효한다.
""내가 먼저야"", ""이미 가르침을 받았구나"" 효과를 비활성화한다.",,,
161,흙 원소의 공기 스승,다이아몬드,7,Rare,"스승: 흙 - 주인공: 흙 효과가 활성화되어 있고, 해당 카드의 ""이미 가르침을 받았구나"" 효과가 비활성화 되어 있으면 스택을 1 추가한다.
해당 카드의 ""이미 가르침을 받았구나"" 효과를 활성화한다.",,,
162,원소 대적자의 ◇8,다이아몬드,8,Normal,"빌런 - 필드에 빌런 카드가 3장 이상 있으면 최우선으로 발동, 필드의 카드/원소 상관없이 지금까지 모인 스택들을 모두 초기화 및 타 효과를 무효한다.
""내가 먼저야"", ""이미 가르침을 받았구나"" 효과를 비활성화한다.",,,
163,불 원소의 공기 스승,다이아몬드,9,Rare,"스승: 불 - 주인공: 불 효과가 활성화되어 있고, 해당 카드의 ""이미 가르침을 받았구나"" 효과가 비활성화 되어 있으면 스택을 1 추가한다.
해당 카드의 ""이미 가르침을 받았구나"" 효과를 활성화한다.",,,
164,원소 대적자의 ◇10,다이아몬드,10,Normal,"빌런 - 필드에 빌런 카드가 3장 이상 있으면 최우선으로 발동, 필드의 카드/원소 상관없이 지금까지 모인 스택들을 모두 초기화 및 타 효과를 무효한다.
""내가 먼저야"", ""이미 가르침을 받았구나"" 효과를 비활성화한다.",,,
165,공기 원소의 마스터1,다이아몬드,J,Rare,"마스터: 공기 - 주인공: 공기 효과가 활성화된 상태에서 해당 카드가 필드에 나타나면 스택을 초기화시키면서 다음 3턴 동안 노트 당 추가점수를 20/50/90/150점 획득한다.
""내가 먼저야"", ""이미 가르침을 받았구나"", ""주인공: 공기"" 효과를 비활성화한다.",,,
166,공기 원소의 마스터2,다이아몬드,Q,Rare,"마스터: 공기 - 주인공: 공기 효과가 활성화된 상태에서 해당 카드가 필드에 나타나면 스택을 초기화시키면서 다음 3턴 동안 노트 당 추가점수를 20/50/90/150점 획득한다.
""내가 먼저야"", ""이미 가르침을 받았구나"", ""주인공: 공기"" 효과를 비활성화한다.",,,
167,공기 원소의 마스터3,다이아몬드,K,Rare,"마스터: 공기 - 주인공: 공기 효과가 활성화된 상태에서 해당 카드가 필드에 나타나면 스택을 초기화시키면서 다음 3턴 동안 노트 당 추가점수를 20/50/90/150점 획득한다.
""내가 먼저야"", ""이미 가르침을 받았구나"", ""주인공: 공기"" 효과를 비활성화한다.",,,
168,공기 원소의 ???,다이아몬드,Joker,Epic,???: 공기 - 주인공: 공기 효과가 활성화되어 있으면 가지고 있는 공기 원소 스택을 5로 설정한다.,,,
169,흙 원소의 주인공,클럽,Ace,Legendary,"주인공: 흙 - ""내가 먼저야"" 효과가 비활성화 된 상태에서 해당 카드가 필드에 먼저 나타나면 활성화된다.
""내가 먼저야"" 효과를 활성화한다.",,,
170,원소 대적자의 ♧2,클럽,2,Normal,"빌런 - 필드에 빌런 카드가 3장 이상 있으면 최우선으로 발동, 필드의 카드/원소 상관없이 지금까지 모인 스택들을 모두 초기화 및 타 효과를 무효한다.
""내가 먼저야"", ""이미 가르침을 받았구나"" 효과를 비활성화한다.",,,
171,흙 원소의 흙 스승,클럽,3,Rare,"스승: 흙 - 주인공: 흙 효과가 활성화되어 있고, 해당 카드의 ""이미 가르침을 받았구나"" 효과가 비활성화 되어 있으면 스택을 1 추가한다.
해당 카드의 ""이미 가르침을 받았구나"" 효과를 활성화한다.",,,
172,원소 대적자의 ♧4,클럽,4,Normal,"빌런 - 필드에 빌런 카드가 3장 이상 있으면 최우선으로 발동, 필드의 카드/원소 상관없이 지금까지 모인 스택들을 모두 초기화 및 타 효과를 무효한다.
""내가 먼저야"", ""이미 가르침을 받았구나"" 효과를 비활성화한다.",,,
173,불 원소의 흙 스승,클럽,5,Rare,"스승: 불 - 주인공: 불 효과가 활성화되어 있고, 해당 카드의 ""이미 가르침을 받았구나"" 효과가 비활성화 되어 있으면 스택을 1 추가한다.
해당 카드의 ""이미 가르침을 받았구나"" 효과를 활성화한다.",,,
174,원소 대적자의 ♧6,클럽,6,Normal,"빌런 - 필드에 빌런 카드가 3장 이상 있으면 최우선으로 발동, 필드의 카드/원소 상관없이 지금까지 모인 스택들을 모두 초기화 및 타 효과를 무효한다.
""내가 먼저야"", ""이미 가르침을 받았구나"" 효과를 비활성화한다.",,,
175,공기 원소의 흙 스승,클럽,7,Rare,"스승: 공기 - 주인공: 공기 효과가 활성화되어 있고, 해당 카드의 ""이미 가르침을 받았구나"" 효과가 비활성화 되어 있으면 스택을 1 추가한다.
해당 카드의 ""이미 가르침을 받았구나"" 효과를 활성화한다.",,,
176,원소 대적자의 ♧8,클럽,8,Normal,"빌런 - 필드에 빌런 카드가 3장 이상 있으면 최우선으로 발동, 필드의 카드/원소 상관없이 지금까지 모인 스택들을 모두 초기화 및 타 효과를 무효한다.
""내가 먼저야"", ""이미 가르침을 받았구나"" 효과를 비활성화한다.",,,
177,물 원소의 흙 스승,클럽,9,Rare,"스승: 물 - 주인공: 물 효과가 활성화되어 있고, 해당 카드의 ""이미 가르침을 받았구나"" 효과가 비활성화 되어 있으면 스택을 1 추가한다.
해당 카드의 ""이미 가르침을 받았구나"" 효과를 활성화한다.",,,
178,원소 대적자의 ♧10,클럽,10,Normal,"빌런 - 필드에 빌런 카드가 3장 이상 있으면 최우선으로 발동, 필드의 카드/원소 상관없이 지금까지 모인 스택들을 모두 초기화 및 타 효과를 무효한다.
""내가 먼저야"", ""이미 가르침을 받았구나"" 효과를 비활성화한다.",,,
179,흙 원소의 마스터1,클럽,J,Rare,"마스터: 흙 - 주인공: 흙 효과가 활성화된 상태에서 해당 카드가 필드에 나타나면 스택을 초기화시키면서 다음 3턴 동안 노트 판정을 1단계 업그레이드/2단계 업그레이드/3단계 업그레이드/miss 1회 무효 진행한다.
""내가 먼저야"", ""이미 가르침을 받았구나"", ""주인공: 흙"" 효과를 비활성화한다.",,,
180,흙 원소의 마스터2,클럽,Q,Rare,"마스터: 흙 - 주인공: 흙 효과가 활성화된 상태에서 해당 카드가 필드에 나타나면 스택을 초기화시키면서 다음 3턴 동안 노트 판정을 1단계 업그레이드/2단계 업그레이드/3단계 업그레이드/miss 1회 무효 진행한다.
""내가 먼저야"", ""이미 가르침을 받았구나"", ""주인공: 흙"" 효과를 비활성화한다.",,,
181,흙 원소의 마스터3,클럽,K,Rare,"마스터: 흙 - 주인공: 흙 효과가 활성화된 상태에서 해당 카드가 필드에 나타나면 스택을 초기화시키면서 다음 3턴 동안 노트 판정을 1단계 업그레이드/2단계 업그레이드/3단계 업그레이드/miss 1회 무효 진행한다.
""내가 먼저야"", ""이미 가르침을 받았구나"", ""주인공: 흙"" 효과를 비활성화한다.",,,
182,흙 원소의 ???,클럽,Joker,Epic,???: 흙 - 주인공: 흙 효과가 활성화되어 있으면 가지고 있는 흙 원소 스택을 5로 설정한다.,,,
183,,,,,,,,
